host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,accommodates,bathrooms_text,bedrooms,beds,price,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire,property_type_Other,property_type_Private,property_type_Room,property_type_Shared,Backyard,Baking sheet,Bathtub,Bed linens,Board games,Body soap,Books and reading material,Carbon monoxide alarm,Central heating,Cleaning products,Clothing storage: closet,Coffee Facilities,Coffee maker,Cooking basics,Crib,Dedicated workspace,Dining table,Dishes and silverware,Dishwasher,Dryer,Drying rack for clothing,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,First aid kit,Free parking on premises,Free street parking,Free washer – In unit,Freezer,Hangers,Heating,High chair,Host greets you,Hot water,Hot water kettle,Indoor fireplace,Iron,Kitchen,Laundromat nearby,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outdoor furniture,Oven,Pack ’n play/Travel crib,Paid parking off premises,Pets allowed,Private entrance,Refrigerator,Room-darkening shades,Self check-in,Shower gel,Single level home,Smoke alarm,Soap,Stove,TV,Toaster,Washer,WiFi,Wine glasses,reviews_pc1,availability_pc1,nights_pc1
2,0.91,0.46,1,4,5,2,1,1,Tollcross,2,1.0,1.0,1.0,1.7781512503836436,1,362,11,1,0,4,3,1,0,3.83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,-1.116973860841808,-1.5612411268080602,3.1324562757908914
4,1.0,0.9,0,1,2,3,1,1,"Inverleith, Goldenacre and Warriston",4,1.0,2.0,3.0,2.167317334748176,1,174,10,1,0,1,1,0,0,1.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,-0.32227905052004713,-1.1247602053345997,0.8676221438876157
4,0.99,0.99,0,82,96,3,1,1,Broughton North and Powderhall,2,1.0,1.0,1.0,2.060697840353612,1,595,75,4,0,67,39,28,0,6.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1.6431747825497145,0.7773486868118372,0.5950542963001867
4,1.0,1.0,1,1,3,2,1,1,Broughton South,2,1.0,1.0,1.0,2.0755469613925306,1,74,36,3,0,1,1,0,0,0.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,-0.87313099812333,-2.4886837063843275,-2.524842328891558
4,1.0,0.99,0,51,59,2,1,1,Hillside and Calton Hill,8,2.0,3.0,3.0,2.285557309007774,1,67,17,2,1,48,48,0,0,0.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1.3785860549615347,-0.5828780552588249,-1.466828224360994
4,1.0,0.83,0,1,3,2,1,1,Tollcross,4,1.0,1.0,2.0,2.1335389083702174,1,62,4,1,0,1,1,0,0,0.69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,-0.8316283246772768,-0.9023933738244581,6.074466286577356
4,1.0,1.0,1,1,1,2,1,1,"Old Town, Princes Street and Leith Street",3,1.0,1.0,2.0,2.0492180226701815,1,302,44,0,0,1,1,0,0,3.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,-0.5177885619542726,-1.46519615768836,-1.7777923840088923
4,1.0,1.0,1,1,1,2,1,1,"Old Town, Princes Street and Leith Street",4,1.5,2.0,3.0,2.298853076409707,1,220,45,0,1,1,1,0,0,2.34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,-1.8265640152190017,1.2863110814146568,1.1138837699086674
4,1.0,0.92,0,1,2,2,1,1,Great Junction Street,4,2.0,2.0,2.0,2.1760912590556813,1,37,9,0,0,1,1,0,0,0.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,-1.4117866146340616,0.6925812472201797,0.8766316050468078
4,1.0,0.96,1,2,2,2,1,1,"Old Town, Princes Street and Leith Street",2,1.0,1.0,1.0,2.0827853703164503,1,83,7,0,1,2,2,0,0,0.93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1.732783861725746,-1.4782162617843426,-0.1939138779950603
1,0.33,0.93,0,2,2,3,1,1,New Town West,2,1.0,1.0,1.0,2.0791812460476247,1,6,6,0,0,2,1,1,0,0.97,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,-2.4770878184104546,-1.98987948532601,0.4706293449063069
4,0.98,1.0,1,5,5,2,1,1,"Old Town, Princes Street and Leith Street",4,2.5,2.0,2.0,2.1271047983648077,1,589,89,5,0,4,4,0,0,6.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,-0.2654107587290864,-1.331749667927412,1.0605998037993403
2,1.0,0.75,1,2,2,2,1,1,Western Harbour and Leith Docks,2,1.0,1.0,1.0,1.6901960800285136,1,96,21,4,0,2,1,1,0,1.02,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,-1.4245281703468895,-0.4454035124041282,-2.246824888193094
4,1.0,1.0,1,1,1,2,1,1,Trinity East and The Dudleys,2,1.0,1.0,1.0,2.0644579892269186,1,16,16,0,0,1,1,0,0,2.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,-0.6908394149538829,-0.19828429800463415,1.2849478207893108
4,1.0,1.0,1,2,3,3,1,1,Corstorphine,2,1.0,1.0,1.0,1.7075701760979363,1,387,87,1,0,2,0,2,0,4.17,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,-1.2667887108689333,-2.0883604843375037,0.7611665116206642
2,0.82,0.97,1,9,29,3,1,1,Deans Village,4,2.0,2.0,3.0,2.4149733479708178,1,266,51,3,0,4,4,0,0,3.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,-1.3031734074187422,1.553818039842206,1.1588893274834107
2,1.0,0.5,0,1,3,2,1,1,North Leith and Newhaven,4,1.0,2.0,4.0,2.1789769472931693,1,94,0,0,0,1,1,0,0,1.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.0164023950814491,0.20811979779118206,1.2849478207893108
4,1.0,1.0,1,3,3,2,1,1,South Leith,1,1.0,1.0,1.0,1.9294189257142926,1,24,0,0,1,3,0,3,0,0.26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0.7221416618466469,-2.4654179402117133,1.1648548161591625
4,1.0,1.0,1,1,1,2,1,1,Comely Bank,4,1.0,2.0,2.0,2.155336037465062,1,716,123,9,1,1,1,0,0,7.77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,-1.3056448609464637,0.356296308822495,0.8176576534890092
4,1.0,1.0,1,31,65,2,1,0,"Canongate, Southside and Dumbiedykes",4,1.0,2.0,2.0,2.311753861055754,1,191,43,6,1,31,31,0,0,2.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,-0.7958077058151487,1.1036241310586972,1.2849478207893108
3,1.0,0.93,1,1,2,2,1,1,Meadows and Southside,2,1.5,1.0,1.0,1.9637878273455553,1,557,65,5,0,1,1,0,0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,-1.6064248316328804,-1.1409237805534547,-2.0145259264087527
4,1.0,0.99,1,4,4,2,1,1,"Old Town, Princes Street and Leith Street",5,1.0,3.0,3.0,2.3283796034387376,1,146,14,1,0,4,4,0,0,1.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0.29332789602321246,0.5801072771619027,0.43649864775070596
4,1.0,0.96,1,17,18,3,1,1,Hillside and Calton Hill,2,1.0,1.0,1.0,2.1072099696478683,1,337,34,0,0,13,13,0,0,3.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,-1.427347831982608,1.5788920408688647,1.5086506890020839
4,1.0,0.99,1,2,3,2,1,1,"Old Town, Princes Street and Leith Street",2,1.0,1.0,1.0,2.0791812460476247,1,427,65,5,0,2,0,2,0,4.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,-2.02967389718503,-0.47196538097093893,-2.137969069488246
4,1.0,1.0,1,1,1,3,1,1,"Old Town, Princes Street and Leith Street",4,2.0,2.0,2.0,2.359835482339888,1,378,64,3,0,1,1,0,0,4.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,-1.9959338529154715,0.8512773778056475,0.7004951982559241
4,1.0,0.99,1,2,3,2,1,1,"Old Town, Princes Street and Leith Street",2,1.0,1.0,1.0,2.0755469613925306,1,473,59,5,0,2,0,2,0,5.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.8949087535981912,-0.2469440452582757,-2.137969069488246
4,1.0,0.98,1,2,2,2,1,1,Tollcross,10,2.0,5.0,5.0,2.558708570533166,1,79,17,0,0,2,2,0,0,1.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0.1593400939457705,-2.7381532305138077,1.0230571662049868
4,1.0,0.9,0,1,1,2,1,1,Newington and Dalkeith Road,4,1.0,1.0,1.0,2.230448921378274,1,24,5,0,0,1,1,0,0,0.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,-1.3644614073846406,-2.7311600179419586,-2.0234034342487486
4,1.0,1.0,1,31,65,2,1,0,Merchiston and Greenhill,2,1.5,1.0,1.0,2.0681858617461617,1,110,33,3,1,31,31,0,0,1.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,-1.217146687969682,0.5733070992703203,1.2849478207893108
4,1.0,0.97,1,1,2,2,1,1,"Blackford, West Mains and Mayfield Road",2,1.0,1.0,2.0,1.8388490907372552,1,95,24,2,0,1,0,1,0,1.06,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,-1.9804880409585455,-0.2573828524707737,-2.285294088833072
4,1.0,1.0,1,1,3,2,1,1,North Leith and Newhaven,3,1.0,2.0,2.0,2.1760912590556813,1,26,13,0,0,1,1,0,0,0.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0.22452368599192568,-2.7381532305138077,1.2849478207893108
4,1.0,1.0,1,31,65,2,1,0,Deans Village,4,1.0,2.0,3.0,2.250420002308894,1,65,32,4,1,31,31,0,0,0.79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0.45082459688469434,1.1273197824027725,1.2849478207893108
4,1.0,0.71,0,3,16,2,1,0,Leith (Albert Street),4,1.0,1.0,3.0,1.6020599913279623,1,35,4,1,0,2,0,2,0,0.39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,4.497708852868,-2.1581168598025284,0.7611665116206642
3,1.0,1.0,1,2,2,3,1,1,"Old Town, Princes Street and Leith Street",6,2.0,3.0,5.0,2.4668676203541096,1,77,35,5,0,2,2,0,0,1.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,-2.1722410778848933,-2.129271943813835,-2.1489325011906284
2,1.0,0.73,0,2,2,3,1,1,New Town East and Gayfield,4,2.0,2.0,2.0,2.3344537511509307,1,20,3,0,0,2,1,1,0,0.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,-1.7707547666789687,-1.8100950373757598,1.2849478207893108
4,1.0,0.99,0,2,2,2,1,1,"Old Town, Princes Street and Leith Street",6,1.0,2.0,4.0,2.1931245983544616,1,368,37,3,0,2,2,0,0,4.03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,-0.35471227072811135,1.5383836364471979,1.0230571662049868
4,1.0,1.0,1,2,2,2,1,1,Marchmont East and Sciennes,2,1.0,1.0,1.0,2.093421685162235,1,46,19,2,0,2,0,2,0,0.52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,-1.7125471447625398,1.541661248778519,1.0230571662049868
4,1.0,1.0,0,1,4,2,1,1,Joppa,6,1.5,3.0,5.0,2.0,1,20,0,0,1,1,1,0,0,0.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,-0.2064209167343331,-1.9530073895769333,1.2849478207893108
4,1.0,1.0,0,1,1,2,1,1,The Shore and Constitution Street,2,1.0,1.0,1.0,1.8325089127062364,1,261,56,5,1,1,1,0,0,2.84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,-1.0434187547656202,-0.18648064210399895,1.0230571662049868
4,0.71,0.92,0,1,1,2,1,1,Polwarth,2,1.0,1.0,1.0,1.9030899869919435,1,241,13,1,1,1,0,1,0,2.62,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.8687924921126626,2.099756649794968,1.808729129957957
3,1.0,0.74,0,4,11,2,1,1,Leith (Albert Street),4,1.0,1.0,2.0,1.6434526764861874,1,45,5,0,0,3,3,0,0,0.92,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,2.3718359719988293,-1.5537583752060733,8.617886149150365
4,1.0,1.0,1,2,5,2,1,1,Deans Village,2,1.0,1.0,1.0,1.6720978579357175,1,447,52,0,1,2,0,2,0,4.85,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,-0.9607555940016795,-2.6926973487967913,1.0230571662049868
4,1.0,0.87,1,2,2,2,1,1,Deans Village,2,0.0,1.0,1.0,1.8129133566428555,1,122,1,0,0,2,0,2,0,1.35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.8288520315517868,-2.353526539062136,1.0230571662049868
4,1.0,0.99,0,7,8,2,1,1,Hillside and Calton Hill,2,1.0,1.0,1.0,1.9138138523837167,1,361,48,4,0,5,5,0,0,3.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1.280444321914669,1.1303002404529623,1.021989672830497
4,1.0,0.99,1,9,13,2,1,1,Shandon,5,1.0,2.0,3.0,1.8573324964312685,1,168,32,0,1,6,6,0,0,1.84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0.3697033551071948,-0.1943745480715864,0.9327713094842202
3,1.0,0.96,1,3,3,3,1,1,"Old Town, Princes Street and Leith Street",6,1.0,3.0,3.0,2.2810333672477277,1,215,58,1,0,1,1,0,0,2.34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,-1.3341625063305962,-2.0751545413956007,-1.9523833715287895
4,1.0,0.99,1,3,3,3,1,1,Abbeyhill,2,2.0,1.0,1.0,1.6989700043360187,1,515,44,3,1,3,1,2,0,5.66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,-1.5396655442414064,-2.7381532305138077,1.808729129957957
3,1.0,0.0,0,1,1,2,1,0,North Leith and Newhaven,2,1.0,1.0,1.0,1.6989700043360187,1,18,0,0,0,1,0,1,0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,-1.7712865401721578,-1.5006534268680003,0.7611665116206642
