host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,accommodates,bathrooms_text,bedrooms,beds,price,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire,property_type_Other,property_type_Private,property_type_Room,property_type_Shared,Backyard,Baking sheet,Bathtub,Bed linens,Board games,Body soap,Books and reading material,Carbon monoxide alarm,Central heating,Cleaning products,Clothing storage: closet,Coffee Facilities,Coffee maker,Cooking basics,Crib,Dedicated workspace,Dining table,Dishes and silverware,Dishwasher,Dryer,Drying rack for clothing,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,First aid kit,Free parking on premises,Free street parking,Free washer – In unit,Freezer,Hangers,Heating,High chair,Host greets you,Hot water,Hot water kettle,Indoor fireplace,Iron,Kitchen,Laundromat nearby,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outdoor furniture,Oven,Pack ’n play/Travel crib,Paid parking off premises,Pets allowed,Private entrance,Refrigerator,Room-darkening shades,Self check-in,Shower gel,Single level home,Smoke alarm,Soap,Stove,TV,Toaster,Washer,WiFi,Wine glasses,reviews_pc1,availability_pc1,nights_pc1
4,1.0,1.0,0,1,1,2,1,1,Broughton North and Powderhall,6,2.0,3.0,3.0,2.3521825181113627,1,8,3,3,0,1,1,0,0,0.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,-1.572919786274673,1.2868159190168855,-2.3588974494043287
4,1.0,0.98,0,27,69,2,1,1,Deans Village,3,1.0,1.0,2.0,1.863322860120456,1,60,30,1,0,9,1,8,0,2.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,2.0896667516099816,1.6739130209368873,-0.7977657005863478
4,1.0,1.0,1,2,2,2,1,1,Polwarth,2,1.0,1.0,1.0,1.9084850188786497,1,90,75,0,0,2,1,1,0,3.33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,-0.6085488858430339,1.3841016283160108,0.9467615619021106
4,1.0,1.0,0,40,112,2,1,1,Dalry and Fountainbridge,2,1.0,1.0,1.0,1.9395192526186185,1,28,16,3,0,34,34,0,0,0.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0.24526718027943034,1.5664673731497454,-1.1083240121241933
4,1.0,1.0,0,1,2,2,1,1,Dalry and Fountainbridge,4,1.5,1.0,2.0,1.845098040014257,1,71,33,4,0,1,1,0,0,2.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,-0.5117787280185409,-1.6571408289360692,1.5468384753736337
4,1.0,1.0,0,1,1,2,1,1,Deans Village,3,1.0,2.0,1.0,2.1172712956557644,1,13,12,2,1,1,1,0,0,0.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,-1.5782920484661225,1.3762033053897822,1.0230571662049868
4,0.94,1.0,1,11,16,2,1,1,Hillside and Calton Hill,4,1.5,2.0,3.0,2.4727564493172123,1,29,19,1,0,7,7,0,0,1.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,-1.8025651182244835,2.844882510328059,1.231502094028166
4,1.0,1.0,0,1,1,2,1,1,Pilrig,3,1.0,1.0,3.0,2.0681858617461617,1,30,28,0,0,1,1,0,0,1.54,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1.4714050410732917,-2.3282035026415073,0.7611665116206642
4,1.0,0.98,0,9,21,2,1,1,"Canongate, Southside and Dumbiedykes",3,1.0,1.0,2.0,2.1522883443830563,1,9,9,2,1,5,5,0,0,1.79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5.008365795641142,1.7074526152263851,-1.0613694336993549
4,1.0,1.0,1,2,2,2,1,1,Deans Village,4,1.0,2.0,3.0,2.387389826338729,1,107,50,4,1,2,2,0,0,3.59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,-1.9469943097238251,-1.50279608591102,0.9408892671973271
4,1.0,1.0,0,3,3,2,1,1,Gorgie East,2,1.5,1.0,1.0,1.954242509439325,1,94,52,1,0,2,2,0,0,3.58,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0.5243721910735776,2.0379670037838524,1.1206120227739902
4,1.0,0.77,0,2,2,2,1,1,Morningside,2,1.0,1.0,1.0,1.806179973983887,1,13,6,3,0,1,0,1,0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.687792899946739,1.2845476470964103,0.424193383115983
4,1.0,1.0,0,34,49,3,1,1,Marchmont East and Sciennes,3,1.0,2.0,2.0,2.1702617153949575,1,87,42,2,0,27,27,0,0,3.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,-1.113183115821321,-2.274124133944784,-1.1150522649895154
4,1.0,1.0,1,11,11,2,1,1,Canonmills and New Town North,1,2.5,1.0,1.0,1.7781512503836436,1,8,3,0,1,10,0,10,0,0.28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,-2.2541501386260574,-2.7381532305138077,0.7004951982559241
4,1.0,1.0,1,11,11,2,1,1,Canonmills and New Town North,1,1.0,1.0,1.0,1.954242509439325,1,8,8,0,1,10,0,10,0,1.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,-1.8898429825472065,-2.7381532305138077,0.736801581528302
4,1.0,1.0,1,1,1,2,1,1,Deans Village,2,1.0,1.0,1.0,2.0755469613925306,1,184,93,6,1,1,1,0,0,6.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,-0.6616361546386259,-1.8080443130308312,0.36247070002054055
4,1.0,1.0,0,5,8,2,1,1,Hillside and Calton Hill,4,1.0,1.0,3.0,1.7481880270062005,1,131,76,6,1,5,5,0,0,4.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1.155621151950267,-1.1573109841699467,0.32172097405867417
4,1.0,1.0,1,5,7,2,1,1,"Old Town, Princes Street and Leith Street",4,2.0,2.0,2.0,2.278753600952829,1,108,80,6,1,5,4,1,0,3.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,-1.4057832238130963,-0.06283995111136209,1.107155517043345
4,0.68,0.88,0,11,14,2,1,1,Deans Village,4,1.0,2.0,4.0,2.0,1,68,28,0,0,9,9,0,0,2.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,-0.3737156405437432,-2.7381532305138077,0.7611665116206642
4,1.0,1.0,0,1,1,2,1,1,Restalrig (Loganlea) and Craigentinny West,1,1.5,1.0,1.0,1.5440680443502757,1,6,4,0,0,1,0,1,0,0.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-2.1441557749874316,2.9660251969219003,0.6924889979472476
3,1.0,0.99,0,2,3,2,1,1,Portobello,4,1.0,2.0,3.0,2.1271047983648077,1,60,23,0,0,2,2,0,0,2.11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,-0.5686270314754434,2.6350198229552375,0.8943335539533223
4,1.0,1.0,1,2,2,2,1,1,Dalry and Fountainbridge,2,1.5,1.0,1.0,1.724275869600789,1,110,69,9,1,2,1,1,0,3.93,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,-1.9558669678300769,0.6005081095693225,0.1639039685933953
4,1.0,1.0,1,1,1,3,1,1,New Town East and Gayfield,2,1.0,1.0,1.0,2.0969100130080562,1,84,31,2,0,1,1,0,0,2.93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,-2.320855318241825,-0.7529429675050371,1.0230571662049868
4,1.0,1.0,0,3,3,2,1,1,"Canongate, Southside and Dumbiedykes",4,2.0,2.0,3.0,2.230448921378274,1,32,22,0,1,3,3,0,0,1.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0.11566865225829517,3.3764876407961633,-1.9918858588133224
4,1.0,1.0,0,3,3,2,1,1,"Canongate, Southside and Dumbiedykes",6,1.0,3.0,4.0,2.3636119798921444,1,40,29,1,1,3,3,0,0,1.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0.5130051065050888,2.7479970737810855,-1.9780729580723084
3,1.0,0.82,1,1,2,2,1,1,Great Junction Street,2,1.0,1.0,1.0,1.6989700043360187,1,31,23,1,0,1,0,1,0,1.96,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.7588357169720336,0.7451773536124646,1.0230571662049868
4,1.0,0.95,1,1,1,3,1,1,Great Junction Street,4,1.0,2.0,3.0,2.0969100130080562,1,30,30,2,0,1,1,0,0,4.31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,-2.379067188102619,1.6848990351834865,1.2849478207893108
4,0.94,1.0,1,1,2,2,1,1,"Old Town, Princes Street and Leith Street",4,1.0,2.0,3.0,2.2095150145426308,1,107,96,4,1,1,1,0,0,3.64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,-1.5259606582456444,-0.8982530983921001,0.9408892671973271
4,1.0,1.0,1,1,5,2,1,1,Meadows and Southside,4,2.0,2.0,2.0,2.5490032620257876,1,60,35,0,0,1,1,0,0,2.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,-2.193566298568949,1.3873771443370164,0.6994277048814339
4,0.99,0.99,0,82,96,3,1,1,New Town West,5,2.0,3.0,4.0,2.3242824552976926,1,159,80,6,0,67,39,28,0,5.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,-0.837231146099025,0.8509020469688332,0.5546847791082516
4,1.0,0.99,1,31,33,3,1,1,Broughton South,5,2.0,2.0,4.0,2.1760912590556813,1,19,11,1,1,29,29,0,0,0.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,2.2703486606624286,-0.406971869423198,-0.24269435782792476
2,0.9,0.9,1,1,1,2,1,1,Gorgie West,2,1.0,1.0,1.0,1.845098040014257,1,23,16,0,0,1,0,1,0,0.78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.34056437444618254,1.0452013636568909,0.7611665116206642
4,0.98,0.99,0,173,422,3,1,1,"Old Town, Princes Street and Leith Street",4,1.0,2.0,3.0,2.100370545117563,1,29,19,0,0,151,142,9,0,1.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1.9792826583064729,1.4647359104881852,0.5028590218961464
3,1.0,0.86,0,1,3,2,1,1,Broughton North and Powderhall,8,1.0,4.0,7.0,2.130333768495006,1,7,3,0,1,1,1,0,0,0.42,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,-1.1730432129727537,-2.5061386822292957,1.808729129957957
4,0.8,0.97,0,1,3,2,1,1,"Canongate, Southside and Dumbiedykes",6,1.0,2.0,2.0,2.0530784434834195,1,86,38,1,0,1,1,0,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,2.1964147127590317,2.41445787188684,0.8109294006236869
4,1.0,1.0,1,1,1,2,1,1,Duddingston and Portobello South,2,1.5,1.0,1.0,1.7558748556724915,1,164,73,5,1,1,1,0,0,5.71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,-1.5427529976198575,-0.9176357272640697,1.2849478207893108
4,1.0,0.91,1,1,1,2,1,0,Meadows and Southside,5,2.5,3.0,3.0,2.3180633349627615,1,40,40,4,0,1,1,0,0,6.42,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,-0.9019767375562028,0.4071787670739532,-1.7733578033933721
4,1.0,1.0,1,1,1,2,1,1,"Old Town, Princes Street and Leith Street",2,1.0,1.0,1.0,2.1335389083702174,1,167,71,8,1,1,1,0,0,6.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,-0.723594874148797,-1.2535068394492423,-0.7497717216270036
4,1.0,0.99,1,2,2,2,1,1,"Old Town, Princes Street and Leith Street",2,1.0,1.0,1.0,1.8864907251724818,1,71,66,0,1,2,0,2,0,5.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,-1.9036720494754733,0.12089260843344095,0.9408892671973271
4,0.79,0.98,0,11,21,2,1,1,Tollcross,4,1.5,2.0,2.0,2.322219294733919,1,53,30,2,0,8,8,0,0,2.76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,-1.1915469285051945,1.7925852970623979,-1.803108266912649
4,1.0,1.0,1,1,1,2,1,0,Meadowbank and Abbeyhill North,4,1.0,2.0,3.0,1.954242509439325,1,74,50,4,1,1,1,0,0,2.92,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,-1.2719489215180697,1.4515112367404206,1.0230571662049868
4,0.87,1.0,1,2,2,2,1,1,Tollcross,2,1.0,1.0,1.0,1.9493900066449128,1,101,67,4,1,2,2,0,0,3.69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,-0.07550077199509096,-1.1566140966123224,1.0230571662049868
3,1.0,0.86,0,2,5,2,1,1,Hillside and Calton Hill,3,1.0,2.0,2.0,2.161368002234975,1,9,7,0,0,1,1,0,0,0.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,3.1401257935553297,0.5178330811890779,-2.2172331953931113
4,1.0,0.98,0,27,69,2,1,1,Deans Village,4,1.0,1.0,2.0,1.968482948553935,1,69,16,1,0,9,1,8,0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1.22128940587458,1.5967702455266077,-0.7129796921234336
2,0.88,0.91,0,1,1,2,1,1,"Craigleith, Orchard Brae and Crewe Toll",4,0.0,2.0,2.0,2.0253058652647704,1,24,3,0,0,1,1,0,0,0.86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3607389223183155,2.069436460357171,1.0230571662049868
4,1.0,1.0,1,1,2,2,1,1,New Town West,4,2.0,2.0,2.0,2.1760912590556813,1,58,47,7,1,1,1,0,0,2.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,-2.0134327502629814,-0.6439569615192821,1.0660918023426875
4,1.0,1.0,0,16,19,3,1,1,"Old Town, Princes Street and Leith Street",2,1.0,1.0,1.0,2.060697840353612,1,59,40,3,1,16,16,0,0,2.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1.4326311946859687,1.866852289728166,1.0230571662049868
4,1.0,0.99,0,1,1,2,1,1,"Old Town, Princes Street and Leith Street",6,1.0,2.0,3.0,2.155336037465062,1,110,64,1,0,1,1,0,0,3.87,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,2.2518156942257503,-0.6860201158082533,0.43860454367160073
4,1.0,0.98,0,27,69,2,1,1,Deans Village,2,1.0,1.0,2.0,1.806179973983887,1,15,1,0,1,9,1,8,0,0.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4.1121459039104336,1.7046106375218142,-0.6907109934026291
